,Cocoa Percent,Number_of_Ingredients,Rating,clusters,cluster
831,0.75,2,3.0,0,tan
832,1.0,1,2.75,0,tan
833,0.7,2,3.5,1,purple
834,0.7,2,2.5,0,tan
835,0.7,2,2.75,0,tan
836,0.6,2,3.0,1,purple
837,0.75,2,3.0,0,tan
838,0.8,2,3.0,0,tan
839,0.7,2,3.25,1,purple
840,0.83,3,2.75,0,tan
841,0.78,3,3.0,0,tan
842,0.83,3,3.5,1,purple
843,0.8,2,2.75,0,tan
844,0.8,4,2.5,0,tan
845,0.9,2,2.5,0,tan
846,0.8,2,2.5,0,tan
847,0.7,2,2.75,0,tan
848,0.7,6,2.75,2,black
849,0.8,6,2.75,2,black
850,0.75,2,3.5,1,purple
851,0.67,2,3.75,1,purple
852,0.74,2,3.75,1,purple
853,0.74,2,4.0,1,purple
854,0.68,3,3.75,1,purple
855,0.65,5,3.25,2,black
856,0.8,2,3.5,1,purple
857,0.8,3,2.75,0,tan
858,0.7,3,2.75,0,tan
859,0.7,3,2.75,0,tan
860,0.61,4,2.5,2,black
861,0.7,3,3.0,0,tan
862,0.73,2,3.5,1,purple
863,0.9,3,2.75,0,tan
864,0.7,2,3.25,1,purple
865,0.7,3,3.5,1,purple
866,0.7,3,3.75,1,purple
867,0.7,3,3.75,1,purple
868,0.7,3,2.75,0,tan
869,0.75,2,3.25,1,purple
870,0.7,3,2.75,0,tan
871,0.6,3,3.0,2,black
872,0.7,3,3.0,0,tan
873,0.64,4,3.0,2,black
874,0.64,4,3.0,2,black
875,0.74,3,3.0,0,tan
876,0.7,3,3.5,1,purple
877,0.61,5,2.5,2,black
878,0.71,5,3.0,2,black
879,0.7,3,3.25,1,purple
880,0.75,3,2.5,0,tan
881,0.73,3,2.75,0,tan
882,0.7,3,3.0,0,tan
883,0.85,3,3.25,0,tan
884,0.75,2,3.25,1,purple
885,0.75,3,3.0,0,tan
886,0.7,3,3.25,1,purple
887,0.72,2,3.5,1,purple
888,0.7,2,3.5,1,purple
889,0.7,3,3.25,1,purple
890,0.7,3,3.25,1,purple
891,0.7,3,3.75,1,purple
892,0.71,3,3.75,1,purple
893,0.74,3,3.75,1,purple
894,0.7,2,3.75,1,purple
895,0.7,2,3.75,1,purple
896,0.62,3,3.5,1,purple
897,0.7,3,3.5,1,purple
898,0.7,3,3.5,1,purple
899,0.7,3,2.75,0,tan
900,0.85,3,2.75,0,tan
901,0.85,3,3.0,0,tan
902,0.7,3,3.5,1,purple
903,0.7,3,3.5,1,purple
904,0.7,3,3.75,1,purple
905,0.75,3,3.75,1,purple
906,0.7,3,4.0,1,purple
907,0.7,3,3.25,1,purple
908,0.75,3,3.25,1,purple
909,0.7,3,2.5,0,tan
910,0.7,3,3.0,0,tan
911,0.76,3,2.75,0,tan
912,0.82,3,3.0,0,tan
913,0.74,3,3.25,1,purple
914,0.72,3,3.75,1,purple
915,0.75,4,2.75,2,black
916,0.73,4,3.5,2,black
917,0.75,4,2.5,0,tan
918,0.84,4,3.0,0,tan
919,0.7,4,3.25,2,black
920,0.65,3,3.5,1,purple
921,0.85,2,2.75,0,tan
922,0.68,2,2.75,0,tan
923,0.7,3,3.75,1,purple
924,0.7,2,3.25,1,purple
925,0.7,2,3.25,1,purple
926,0.7,2,3.25,1,purple
927,0.7,2,3.5,1,purple
928,0.7,3,3.5,1,purple
929,0.7,4,4.0,1,purple
930,0.7,3,4.0,1,purple
931,0.75,2,3.5,1,purple
932,0.7,4,2.75,2,black
933,0.7,4,3.75,2,black
934,0.7,4,3.75,2,black
935,0.7,2,3.0,0,tan
936,0.7,3,3.0,0,tan
937,0.7,2,3.25,1,purple
938,0.73,2,3.5,1,purple
939,0.76,2,3.0,0,tan
940,0.75,2,3.75,1,purple
941,0.73,2,3.75,1,purple
942,0.7,4,3.5,2,black
943,0.7,3,3.0,0,tan
944,0.67,3,3.75,1,purple
945,0.7,2,3.5,1,purple
946,0.78,2,3.5,1,purple
947,0.7,3,3.75,1,purple
948,0.7,2,3.25,1,purple
949,0.7,3,3.5,1,purple
950,0.7,3,3.75,1,purple
951,0.7,4,2.75,2,black
952,0.77,3,3.5,1,purple
953,0.75,3,3.25,1,purple
954,0.64,3,2.75,2,black
955,0.7,3,3.5,1,purple
956,0.63,4,3.75,2,black
957,0.68,2,3.0,0,tan
958,0.75,5,3.0,2,black
959,0.91,2,2.0,0,tan
960,0.75,3,3.0,0,tan
961,0.75,2,3.75,1,purple
962,0.65,3,3.25,1,purple
963,0.78,2,3.5,1,purple
964,0.75,3,2.75,0,tan
965,0.7,3,2.75,0,tan
966,0.7,3,3.25,1,purple
967,0.65,3,3.0,2,black
968,0.65,3,3.25,1,purple
969,0.65,3,3.25,1,purple
970,0.65,3,3.5,1,purple
971,0.65,3,3.5,1,purple
972,0.7,3,2.25,0,tan
973,0.7,3,2.5,0,tan
974,0.7,3,3.0,0,tan
975,0.7,3,3.0,0,tan
976,0.7,2,3.5,1,purple
977,0.75,3,3.25,1,purple
978,0.71,2,2.75,0,tan
979,0.68,2,2.75,0,tan
980,0.73,3,3.5,1,purple
981,0.68,2,2.75,0,tan
982,0.8,2,3.0,0,tan
983,0.7,3,3.25,1,purple
984,0.7,3,3.25,1,purple
985,0.7,3,3.25,1,purple
986,0.7,2,3.5,1,purple
987,0.7,3,3.75,1,purple
988,0.7,2,3.5,1,purple
989,0.7,2,4.0,1,purple
990,0.7,3,3.25,1,purple
991,0.7,4,3.5,2,black
992,0.7,2,3.5,1,purple
993,0.74,3,3.0,0,tan
994,0.76,3,3.5,1,purple
995,0.75,3,3.5,1,purple
996,0.75,3,3.75,1,purple
997,0.78,2,2.75,0,tan
998,0.72,2,2.5,0,tan
999,0.75,2,3.25,1,purple
1000,0.7,2,3.5,1,purple
1001,0.7,2,3.75,1,purple
1002,0.7,2,4.0,1,purple
1003,0.7,2,4.0,1,purple
1004,0.7,2,3.5,1,purple
1005,0.72,2,2.75,0,tan
1006,0.72,2,3.0,0,tan
1007,0.7,2,3.25,1,purple
1008,0.77,3,2.75,0,tan
1009,0.77,3,3.25,0,tan
1010,0.77,3,3.25,0,tan
1011,0.7,2,4.0,1,purple
1012,0.7,2,3.25,1,purple
1013,0.73,2,3.25,1,purple
1014,0.7,2,3.75,1,purple
1015,0.72,2,2.75,0,tan
1016,0.7,2,3.25,1,purple
1017,0.7,3,2.75,0,tan
1018,0.7,3,3.5,1,purple
1019,0.7,3,3.75,1,purple
1020,0.75,2,3.25,1,purple
1021,0.77,2,3.25,0,tan
1022,0.7,2,3.5,1,purple
1023,0.75,2,3.5,1,purple
1024,0.7,2,3.5,1,purple
1025,0.73,2,3.5,1,purple
1026,0.7,3,3.5,1,purple
1027,0.8,2,3.5,1,purple
1028,0.7,3,3.5,1,purple
1029,0.7,3,3.5,1,purple
1030,0.7,3,3.5,1,purple
1031,0.7,3,3.5,1,purple
1032,0.73,3,3.0,0,tan
1033,0.72,3,3.25,1,purple
1034,0.7,2,2.5,0,tan
1035,0.7,2,2.75,0,tan
1036,0.7,2,3.25,1,purple
1037,0.7,2,3.5,1,purple
1038,0.7,3,3.5,1,purple
1039,0.7,2,3.75,1,purple
1040,0.7,3,3.75,1,purple
1041,0.73,2,3.0,0,tan
1042,0.75,2,3.75,1,purple
1043,0.7,2,3.25,1,purple
1044,0.7,3,4.0,1,purple
1045,0.72,3,3.0,0,tan
1046,0.72,2,3.0,0,tan
1047,0.72,2,3.25,1,purple
1048,0.65,3,3.5,1,purple
1049,0.65,2,3.5,1,purple
1050,0.72,3,2.75,0,tan
1051,0.7,4,2.75,2,black
1052,0.7,2,3.0,0,tan
1053,0.7,2,3.5,1,purple
1054,0.7,2,3.0,0,tan
1055,0.7,2,3.0,0,tan
1056,0.7,3,2.75,0,tan
1057,0.7,3,3.75,1,purple
1058,0.72,3,3.5,1,purple
1059,0.74,3,3.75,1,purple
1060,0.6,3,3.25,2,black
1061,0.75,2,3.75,1,purple
1062,0.67,4,3.0,2,black
1063,0.75,4,3.0,2,black
1064,0.65,4,3.5,2,black
1065,0.81,2,3.25,0,tan
1066,0.7,4,3.5,2,black
1067,0.72,2,3.5,1,purple
1068,0.8,2,3.5,1,purple
1069,0.7,3,3.25,1,purple
1070,0.7,3,4.0,1,purple
1071,0.75,4,3.5,2,black
1072,0.75,3,3.75,1,purple
1073,0.75,3,3.75,1,purple
1074,0.73,4,3.25,2,black
1075,0.75,4,3.25,2,black
1076,0.66,4,3.5,2,black
1077,0.65,4,3.75,2,black
1078,0.7,5,2.5,2,black
1079,0.75,3,4.0,1,purple
1080,0.72,2,2.75,0,tan
1081,0.7,2,3.5,1,purple
1082,0.7,3,3.25,1,purple
1083,0.75,6,3.5,2,black
1084,0.73,2,3.75,1,purple
1085,0.75,2,3.25,1,purple
1086,0.75,3,3.75,1,purple
1087,0.7,3,2.75,0,tan
1088,0.7,2,3.5,1,purple
1089,0.7,2,3.75,1,purple
1090,0.75,2,2.75,0,tan
1091,0.75,2,2.75,0,tan
1092,0.73,3,3.75,1,purple
1093,0.7,4,3.25,2,black
1094,0.75,2,3.0,0,tan
1095,0.75,2,3.25,1,purple
1096,0.72,3,3.25,1,purple
1097,0.68,5,3.5,2,black
1098,0.78,4,3.75,1,purple
1099,0.75,3,3.75,1,purple
1100,0.77,3,3.5,1,purple
1101,0.75,3,3.5,1,purple
1102,0.7,3,2.5,0,tan
1103,0.77,2,3.0,0,tan
1104,0.7,2,3.25,1,purple
1105,0.7,3,3.25,1,purple
1106,0.7,3,4.0,1,purple
1107,0.72,2,4.0,1,purple
1108,1.0,2,3.0,0,tan
1109,0.7,2,3.5,1,purple
1110,0.7,3,3.5,1,purple
1111,0.73,3,3.5,1,purple
1112,0.69,4,3.25,2,black
1113,0.7,3,3.5,1,purple
1114,0.7,3,3.75,1,purple
1115,0.7,2,4.0,1,purple
1116,0.7,2,3.0,0,tan
1117,0.7,3,3.5,1,purple
1118,0.7,3,3.5,1,purple
1119,0.7,2,4.0,1,purple
1120,0.74,2,3.0,0,tan
1121,0.7,3,3.25,1,purple
1122,0.7,3,3.25,1,purple
1123,0.7,3,3.25,1,purple
1124,0.7,3,3.5,1,purple
1125,0.73,3,3.0,0,tan
1126,0.75,3,3.0,0,tan
1127,0.7,3,3.5,1,purple
1128,0.75,3,3.0,0,tan
1129,0.75,3,3.0,0,tan
1130,0.72,3,3.5,1,purple
1131,0.7,2,4.0,1,purple
1132,0.7,3,4.0,1,purple
1133,0.7,2,3.75,1,purple
1134,0.72,3,3.0,0,tan
1135,0.7,3,3.0,0,tan
1136,0.6,4,2.5,2,black
1137,0.71,3,3.0,0,tan
1138,0.7,3,3.25,1,purple
1139,0.73,3,3.5,1,purple
1140,0.7,3,3.75,1,purple
1141,0.7,3,2.5,0,tan
1142,0.7,3,3.0,0,tan
1143,0.715,3,2.75,0,tan
1144,0.72,3,3.5,1,purple
1145,0.77,4,2.75,0,tan
1146,0.7,3,3.0,0,tan
1147,0.7,3,3.0,0,tan
1148,0.7,3,3.5,1,purple
1149,0.74,5,2.5,2,black
1150,0.58,5,2.5,2,black
1151,0.61,5,3.0,2,black
1152,0.7,4,2.75,2,black
1153,0.7,2,3.25,1,purple
1154,0.7,3,3.0,0,tan
1155,0.7,3,3.5,1,purple
1156,0.7,2,3.0,0,tan
1157,0.7,3,2.75,0,tan
1158,0.75,3,3.25,1,purple
1159,0.65,4,2.5,2,black
1160,0.7,2,3.25,1,purple
1161,0.7,2,3.0,0,tan
1162,0.7,3,3.25,1,purple
1163,0.7,3,3.0,0,tan
1164,0.7,2,3.0,0,tan
1165,0.7,2,3.0,0,tan
1166,0.7,2,3.25,1,purple
1167,0.68,2,3.5,1,purple
1168,0.71,3,3.0,0,tan
1169,0.7,2,4.0,1,purple
1170,0.7,2,3.0,0,tan
1171,0.72,2,2.75,0,tan
1172,0.72,3,3.0,0,tan
1173,0.63,3,2.5,2,black
1174,0.76,2,2.75,0,tan
1175,0.7,2,2.75,0,tan
1176,0.7,4,3.5,2,black
1177,0.7,2,3.0,0,tan
1178,0.7,2,3.25,1,purple
1179,0.7,2,3.5,1,purple
1180,0.7,4,3.0,2,black
1181,0.7,4,3.0,2,black
1182,0.7,4,3.0,2,black
1183,0.7,4,3.0,2,black
1184,0.71,4,3.5,2,black
1185,0.8,3,3.0,0,tan
1186,0.7,4,3.0,2,black
1187,0.75,4,3.5,2,black
1188,0.68,3,3.0,0,tan
1189,0.72,3,2.75,0,tan
1190,0.72,3,3.0,0,tan
1191,0.7,3,4.0,1,purple
1192,0.8,2,3.5,1,purple
1193,0.66,4,3.0,2,black
1194,0.8,4,3.25,0,tan
1195,0.7,3,3.0,0,tan
1196,0.7,3,3.25,1,purple
1197,0.73,4,3.25,2,black
1198,0.8,4,3.25,0,tan
1199,0.7,2,2.75,0,tan
1200,0.7,2,3.25,1,purple
1201,0.7,2,3.0,0,tan
1202,0.7,2,3.0,0,tan
1203,0.7,2,3.5,1,purple
1204,0.7,2,3.5,1,purple
1205,0.7,3,3.0,0,tan
1206,0.7,3,3.25,1,purple
1207,0.7,3,3.5,1,purple
1208,0.66,3,3.25,1,purple
1209,0.7,3,3.25,1,purple
1210,0.7,2,3.0,0,tan
1211,0.7,2,3.25,1,purple
1212,0.7,2,3.25,1,purple
1213,0.75,2,3.25,1,purple
1214,0.75,2,3.25,1,purple
1215,0.7,2,3.5,1,purple
1216,0.72,2,3.5,1,purple
1217,0.68,3,3.5,1,purple
1218,0.7,3,3.75,1,purple
1219,0.7,3,3.75,1,purple
1220,0.85,2,3.0,0,tan
1221,0.6,3,3.0,2,black
1222,0.7,3,3.25,1,purple
1223,0.7,3,3.75,1,purple
1224,0.7,3,4.0,1,purple
1225,0.7,2,2.75,0,tan
1226,0.7,2,2.75,0,tan
1227,0.7,2,3.0,0,tan
1228,0.7,2,3.0,0,tan
1229,0.7,3,3.0,0,tan
1230,0.7,3,3.5,1,purple
1231,0.7,3,3.75,1,purple
1232,0.7,3,4.0,1,purple
1233,0.7,3,3.25,1,purple
1234,0.75,4,2.75,2,black
1235,0.72,2,3.0,0,tan
1236,0.72,3,3.25,1,purple
1237,0.7,2,3.0,0,tan
1238,0.75,2,3.0,0,tan
1239,0.7,4,3.25,2,black
1240,0.7,2,3.25,1,purple
1241,0.7,3,3.25,1,purple
1242,0.7,3,3.0,0,tan
1243,0.78,3,3.75,1,purple
1244,0.8,3,3.5,1,purple
1245,0.73,2,2.5,0,tan
1246,0.71,2,3.5,1,purple
1247,0.72,3,3.25,1,purple
1248,0.7,2,3.0,0,tan
1249,0.7,2,2.25,0,tan
1250,0.74,2,2.75,0,tan
1251,0.7,2,3.0,0,tan
1252,0.75,2,3.5,1,purple
1253,0.75,2,2.0,0,tan
1254,0.75,2,2.75,0,tan
1255,0.75,2,2.75,0,tan
1256,0.75,2,3.0,0,tan
1257,0.75,2,2.75,0,tan
1258,0.72,3,3.0,0,tan
1259,0.72,3,3.75,1,purple
1260,0.72,3,3.75,1,purple
1261,0.7,2,3.25,1,purple
1262,0.7,2,3.5,1,purple
1263,0.7,2,3.5,1,purple
1264,0.72,3,2.75,0,tan
1265,0.7,2,3.0,0,tan
1266,0.72,3,3.25,1,purple
1267,0.72,3,3.25,1,purple
1268,0.72,3,3.5,1,purple
1269,0.67,3,3.75,1,purple
1270,0.68,2,3.0,0,tan
1271,0.7,3,3.25,1,purple
1272,0.72,3,3.5,1,purple
1273,0.72,3,3.25,1,purple
1274,0.72,3,3.5,1,purple
1275,0.7,3,2.5,0,tan
1276,0.72,3,3.0,0,tan
1277,0.7,5,2.5,2,black
1278,0.7,2,3.0,0,tan
1279,0.7,2,3.25,1,purple
1280,0.7,2,3.5,1,purple
1281,0.7,2,3.5,1,purple
1282,0.7,3,3.0,0,tan
1283,0.7,3,3.25,1,purple
1284,0.7,5,2.5,2,black
1285,0.7,2,3.0,0,tan
1286,0.7,2,3.5,1,purple
1287,0.7,2,2.75,0,tan
1288,0.7,2,3.0,0,tan
1289,0.7,2,3.0,0,tan
1290,0.7,2,3.5,1,purple
1291,0.75,3,3.25,1,purple
1292,0.7,2,3.25,1,purple
1293,0.7,2,2.75,0,tan
1294,0.75,2,2.5,0,tan
1295,0.7,2,3.0,0,tan
1296,0.7,3,3.75,1,purple
1297,0.8,2,3.25,0,tan
1298,0.78,2,3.5,1,purple
1299,0.72,3,2.5,0,tan
1300,0.72,2,3.0,0,tan
1301,0.72,3,3.0,0,tan
1302,0.72,3,3.0,0,tan
1303,0.7,2,3.0,0,tan
1304,0.7,3,3.5,1,purple
1305,0.72,3,3.0,0,tan
1306,0.7,3,3.0,0,tan
1307,0.7,4,3.5,2,black
1308,0.63,4,3.75,2,black
1309,0.68,3,3.5,1,purple
1310,0.7,3,3.5,1,purple
1311,0.7,3,3.5,1,purple
1312,0.7,2,3.5,1,purple
1313,0.73,3,3.0,0,tan
1314,0.7,3,3.75,1,purple
1315,0.7,3,3.5,1,purple
1316,0.7,2,3.0,0,tan
1317,0.7,2,3.25,1,purple
1318,0.7,2,3.75,1,purple
1319,0.7,3,3.0,0,tan
1320,0.7,3,3.5,1,purple
1321,0.7,3,3.75,1,purple
1322,0.7,3,3.5,1,purple
1323,0.7,3,3.25,1,purple
1324,0.7,2,2.5,0,tan
1325,0.7,2,2.5,0,tan
1326,0.8,2,3.0,0,tan
1327,0.7,3,2.75,0,tan
1328,0.72,2,2.5,0,tan
1329,0.72,2,3.75,1,purple
1330,0.75,3,3.75,1,purple
1331,0.7,5,3.5,2,black
1332,0.75,5,3.25,2,black
1333,0.68,3,3.0,0,tan
1334,0.72,2,3.0,0,tan
1335,0.72,5,3.25,2,black
1336,0.72,5,3.75,2,black
1337,0.75,3,2.75,0,tan
1338,0.7,5,3.0,2,black
1339,0.7,2,3.0,0,tan
1340,0.7,3,3.0,0,tan
1341,0.75,2,2.75,0,tan
1342,0.68,3,3.5,1,purple
1343,0.6,4,2.75,2,black
1344,0.72,4,3.0,2,black
1345,0.65,4,3.0,2,black
1346,0.7,3,4.0,1,purple
1347,0.7,3,4.0,1,purple
1348,0.7,5,2.5,2,black
1349,0.7,5,3.0,2,black
1350,0.72,4,3.0,2,black
1351,0.72,4,3.0,2,black
1352,0.72,4,3.0,2,black
1353,0.75,3,4.0,1,purple
1354,0.72,4,2.75,2,black
1355,0.75,3,2.5,0,tan
1356,0.75,3,4.0,1,purple
1357,0.7,2,2.75,0,tan
1358,0.7,2,3.5,1,purple
1359,0.7,2,3.5,1,purple
1360,0.7,2,4.0,1,purple
1361,0.75,3,3.5,1,purple
1362,0.75,3,3.5,1,purple
1363,0.75,3,3.0,0,tan
1364,0.8,2,3.75,1,purple
1365,0.7,3,3.25,1,purple
1366,0.72,3,3.0,0,tan
1367,0.72,3,3.25,1,purple
1368,0.75,4,3.0,2,black
1369,0.7,3,2.75,0,tan
1370,0.7,3,3.5,1,purple
1371,0.7,4,3.5,2,black
1372,0.7,4,3.75,2,black
1373,0.72,5,3.0,2,black
1374,0.75,3,3.75,1,purple
1375,0.7,2,3.0,0,tan
1376,0.7,3,3.25,1,purple
1377,0.7,4,3.0,2,black
1378,0.7,3,2.75,0,tan
1379,0.72,2,4.0,1,purple
1380,0.75,3,2.75,0,tan
1381,0.75,3,2.75,0,tan
1382,0.7,2,3.25,1,purple
1383,0.7,2,3.5,1,purple
1384,0.74,2,3.75,1,purple
1385,0.75,3,3.0,0,tan
1386,0.75,2,2.5,0,tan
1387,0.7,2,3.0,0,tan
1388,0.75,3,2.75,0,tan
1389,0.7,2,3.25,1,purple
1390,0.74,3,2.75,0,tan
1391,0.7,2,3.5,1,purple
1392,0.7,2,3.0,0,tan
1393,0.7,2,3.5,1,purple
1394,0.7,3,2.75,0,tan
1395,0.75,3,3.0,0,tan
1396,0.72,3,2.5,0,tan
1397,0.68,2,2.5,0,tan
1398,0.72,2,2.75,0,tan
1399,0.74,2,3.25,1,purple
1400,0.7,4,3.25,2,black
1401,0.82,3,2.75,0,tan
1402,0.72,3,3.25,1,purple
1403,0.7,3,3.0,0,tan
1404,0.75,2,3.25,1,purple
1405,0.76,2,3.25,0,tan
1406,0.72,3,2.5,0,tan
1407,0.71,3,3.25,1,purple
1408,0.74,4,3.5,2,black
1409,0.67,5,3.75,2,black
1410,0.71,4,2.5,2,black
1411,0.71,4,3.0,2,black
1412,0.76,2,3.25,0,tan
1413,0.71,2,3.5,1,purple
1414,0.71,4,2.5,2,black
1415,0.72,3,3.0,0,tan
1416,0.7,3,3.25,1,purple
1417,0.72,3,3.75,1,purple
1418,0.7,3,3.25,1,purple
1419,0.73,3,3.5,1,purple
1420,0.72,3,3.5,1,purple
1421,0.7,3,4.0,1,purple
1422,0.7,2,3.5,1,purple
1423,0.7,2,3.0,0,tan
1424,0.7,3,3.75,1,purple
1425,0.72,3,3.0,0,tan
1426,0.7,2,2.75,0,tan
1427,0.7,2,3.0,0,tan
1428,0.7,2,3.25,1,purple
1429,0.7,2,3.0,0,tan
1430,0.7,2,3.0,0,tan
1431,0.7,2,3.0,0,tan
1432,0.7,2,3.75,1,purple
1433,0.75,3,3.25,1,purple
1434,0.75,3,4.0,1,purple
1435,0.7,2,3.75,1,purple
1436,0.71,2,3.0,0,tan
1437,0.75,2,3.5,1,purple
1438,0.68,2,3.75,1,purple
1439,0.7,3,3.0,0,tan
1440,0.7,3,3.25,1,purple
1441,0.72,3,3.5,1,purple
1442,0.7,4,3.0,2,black
1443,0.75,3,3.25,1,purple
1444,0.76,2,2.75,0,tan
1445,0.76,2,3.0,0,tan
1446,0.72,3,3.5,1,purple
1447,0.75,3,3.0,0,tan
1448,0.75,3,3.0,0,tan
1449,0.7,3,3.25,1,purple
1450,0.7,2,3.5,1,purple
1451,0.76,4,3.0,2,black
1452,0.7,4,3.0,2,black
1453,0.72,4,3.0,2,black
1454,0.7,4,3.25,2,black
1455,0.7,3,3.0,0,tan
1456,0.74,3,3.0,0,tan
1457,0.76,3,3.0,0,tan
1458,0.7,3,3.5,1,purple
1459,0.72,3,3.0,0,tan
1460,0.7,3,2.5,0,tan
1461,0.8,3,3.0,0,tan
1462,0.72,3,3.5,1,purple
1463,0.7,3,3.0,0,tan
1464,0.7,3,2.5,0,tan
1465,0.7,3,2.5,0,tan
1466,0.7,3,3.5,1,purple
1467,0.72,2,3.5,1,purple
1468,0.77,3,3.0,0,tan
1469,0.71,2,2.75,0,tan
1470,0.8,2,3.5,1,purple
1471,0.85,2,2.5,0,tan
1472,0.7,2,2.75,0,tan
1473,0.7,2,3.25,1,purple
1474,0.7,2,3.25,1,purple
1475,0.85,2,3.5,0,tan
1476,0.7,3,3.5,1,purple
1477,0.7,3,2.5,0,tan
1478,0.7,4,3.5,2,black
1479,0.63,4,3.5,2,black
1480,0.71,4,3.5,2,black
1481,0.77,4,2.0,0,tan
1482,0.77,4,2.5,0,tan
1483,0.72,3,3.75,1,purple
1484,0.7,3,3.0,0,tan
1485,0.7,3,3.0,0,tan
1486,0.77,3,3.25,0,tan
1487,0.7,4,2.25,2,black
1488,0.72,3,2.75,0,tan
1489,0.65,4,2.75,2,black
1490,0.7,4,3.25,2,black
1491,0.72,3,3.25,1,purple
1492,0.7,3,3.5,1,purple
1493,0.75,4,3.0,2,black
1494,0.73,2,2.5,0,tan
1495,0.65,3,2.75,2,black
1496,0.67,3,2.75,0,tan
1497,0.7,3,3.5,1,purple
1498,0.72,4,3.0,2,black
1499,0.8,4,3.0,0,tan
1500,0.7,2,3.75,1,purple
1501,0.7,2,3.5,1,purple
1502,0.715,3,3.5,1,purple
1503,0.75,2,2.5,0,tan
1504,0.7,2,2.75,0,tan
1505,0.75,2,3.0,0,tan
1506,0.7,3,3.0,0,tan
1507,0.72,3,3.25,1,purple
1508,0.71,2,3.0,0,tan
1509,0.72,4,3.5,2,black
1510,0.72,3,3.75,1,purple
1511,0.73,4,3.25,2,black
1512,0.69,4,3.5,2,black
1513,0.72,4,3.75,2,black
1514,0.6,4,2.0,2,black
1515,0.85,4,2.0,0,tan
1516,0.7,4,3.0,2,black
1517,0.67,4,3.75,2,black
1518,0.65,4,3.75,2,black
1519,0.64,4,3.75,2,black
1520,0.71,5,3.0,2,black
1521,0.6,5,3.0,2,black
1522,0.75,3,3.75,1,purple
1523,0.65,2,3.25,1,purple
1524,0.7,4,2.25,2,black
1525,0.7,4,2.75,2,black
1526,0.65,4,3.0,2,black
1527,0.75,4,3.0,2,black
1528,0.68,3,3.25,1,purple
1529,0.75,4,2.5,0,tan
1530,0.75,4,3.0,2,black
1531,0.71,5,2.5,2,black
1532,0.7,4,3.0,2,black
1533,0.7,4,3.5,2,black
1534,0.8,2,2.75,0,tan
1535,0.75,4,3.0,2,black
1536,0.75,4,3.0,2,black
1537,0.75,4,3.25,2,black
1538,0.75,4,3.5,2,black
1539,0.75,4,3.0,2,black
1540,0.75,4,3.25,2,black
1541,0.75,4,3.5,2,black
1542,0.7,2,3.5,1,purple
1543,0.7,3,3.25,1,purple
1544,0.75,4,3.0,2,black
1545,0.75,4,3.5,2,black
1546,0.8,2,3.5,1,purple
1547,0.68,4,3.75,2,black
1548,0.7,2,2.75,0,tan
1549,0.72,3,3.5,1,purple
1550,0.72,2,3.0,0,tan
1551,0.68,3,3.25,1,purple
1552,0.68,3,3.0,0,tan
1553,0.75,3,2.5,0,tan
1554,0.7,3,3.75,1,purple
1555,0.71,3,3.25,1,purple
1556,0.75,3,2.75,0,tan
1557,0.7,2,3.0,0,tan
1558,0.7,2,3.5,1,purple
1559,0.7,3,2.75,0,tan
1560,0.7,4,3.0,2,black
1561,0.74,2,2.75,0,tan
1562,0.72,2,3.75,1,purple
1563,0.7,4,3.5,2,black
1564,0.7,2,2.5,0,tan
1565,0.7,2,2.75,0,tan
1566,0.7,2,3.0,0,tan
1567,0.7,3,3.25,1,purple
1568,0.7,3,3.5,1,purple
1569,0.7,2,2.75,0,tan
1570,0.74,2,3.0,0,tan
1571,0.73,3,2.5,0,tan
1572,0.73,3,3.0,0,tan
1573,0.7,2,2.75,0,tan
1574,0.7,2,3.5,1,purple
1575,0.72,3,3.0,0,tan
1576,0.75,4,2.75,2,black
1577,0.82,4,2.5,0,tan
1578,0.77,4,2.75,0,tan
1579,0.85,3,3.5,0,tan
1580,0.7,3,3.0,0,tan
1581,0.72,2,3.75,1,purple
1582,0.73,3,3.0,0,tan
1583,0.76,3,3.25,0,tan
1584,0.72,4,3.0,2,black
1585,0.65,4,3.75,2,black
1586,0.76,3,3.75,1,purple
1587,0.76,3,3.5,1,purple
1588,0.75,3,2.75,0,tan
1589,0.7,3,3.5,1,purple
1590,0.67,3,2.75,0,tan
1591,0.7,3,3.0,0,tan
1592,0.7,3,3.5,1,purple
1593,0.73,3,3.5,1,purple
1594,0.74,2,3.25,1,purple
1595,0.7,2,3.25,1,purple
1596,0.7,2,3.25,1,purple
1597,0.7,2,3.5,1,purple
1598,0.73,2,3.5,1,purple
1599,0.7,3,3.5,1,purple
1600,0.68,3,3.25,1,purple
1601,0.7,2,3.0,0,tan
1602,0.7,2,3.5,1,purple
1603,0.7,3,2.5,0,tan
1604,0.74,3,3.0,0,tan
1605,0.7,3,3.5,1,purple
1606,0.7,3,2.75,0,tan
1607,0.7,3,3.25,1,purple
1608,0.7,3,3.25,1,purple
1609,0.74,3,3.5,1,purple
1610,0.7,3,3.0,0,tan
1611,0.85,4,2.5,0,tan
1612,0.85,4,2.75,0,tan
1613,0.85,4,3.0,0,tan
1614,0.7,3,3.0,0,tan
1615,0.65,3,3.25,1,purple
1616,0.73,3,3.25,1,purple
1617,0.7,3,2.75,0,tan
1618,0.75,3,3.0,0,tan
1619,0.7,3,3.0,0,tan
1620,0.7,3,3.25,1,purple
1621,0.7,3,3.25,1,purple
1622,0.7,3,3.0,0,tan
